id	submitdate	lastpage	startlanguage	seed	startdate	datestamp	ipaddr	refurl	ProlificID	Gender	Age[SQ001]	SuperiorEducation[SQ001]	Instructions	Collaboration	Monitoring	CollaboratorAI	Taining1	Training2	Training3[SQ001]	Training3[SQ002]	Training3[SQ003]	Training4[SQ001]	Training5	Training50	Training6	Training7[SQ001]	Training7[SQ002]	Training7[SQ003]	Training8[SQ001]	Training9	Training91	Training10	Training11[SQ001]	Training11[SQ002]	Training11[SQ003]	Training12[SQ001]	Feedback1	randnumber1	Condition101	Condition001	Condition1011	Condition0010	Scenario2	Slider3[SQ001]	Slider3[SQ002]	Slider3[SQ003]	Slider4[SQ001]	randnumber2	Condition102	Condition002	Condition1021	Condition0020	Scenario3	Slider5[SQ001]	Slider5[SQ002]	Slider5[SQ003]	Slider6[SQ001]	randnumber3	Condition103	Condition003	Condition1031	Condition0030	Scenario4	Slider7[SQ001]	Slider7[SQ002]	Slider7[SQ003]	Slider8[SQ001]	randnumber4	Condition104	Condition004	Condition1041	Condition0040	Scenario5	Slider9[SQ001]	Slider9[SQ002]	Slider9[SQ003]	Slider10[SQ001]	randnumber5	Condition105	Condition005	Condition1051	Condition0050	Scenario6	Slider11[SQ001]	Slider11[SQ002]	Slider11[SQ003]	Slider12[SQ001]	CQ11	CQ12	randnumber6	Condition106	Condition006	Condition1061	Condition0060	Scenario7	Slider13[SQ001]	Slider13[SQ002]	Slider13[SQ003]	Slider14[SQ001]	randnumber7	Condition107	Condition007	Condition1071	Condition0070	Scenario8	Slider15[SQ001]	Slider15[SQ002]	Slider15[SQ003]	Slider16[SQ001]	randnumber8	Condition108	Condition008	Condition1081	Condition0080	Scenario9	Slider17[SQ001]	Slider17[SQ002]	Slider17[SQ003]	Slider18[SQ001]	randnumber9	Condition109	Condition009	Condition1091	Condition0090	Scenario10	Slider19[SQ001]	Slider19[SQ002]	Slider19[SQ003]	Slider20[SQ001]	randnumber10	Condition110	Condition010	Condition1101	Condition0100	Scenario11	Slider21[SQ001]	Slider21[SQ002]	Slider21[SQ003]	Slider22[SQ001]	CQ21	CQ22	randnumber11	Condition111	Condition011	Condition1111	Condition0110	Scenario12	Slider23[SQ001]	Slider23[SQ002]	Slider23[SQ003]	Slider24[SQ001]	randnumber12	Condition112	Condition012	Condition1121	Condition0120	Scenario13	Slider25[SQ001]	Slider25[SQ002]	Slider25[SQ003]	Slider26[SQ001]	randnumber13	Condition113	Condition013	Condition1131	Condition0130	Scenario14	Slider27[SQ001]	Slider27[SQ002]	Slider27[SQ003]	Slider28[SQ001]	randnumber14	Condition114	Condition014	Condition1141	Condition0140	Scenario15	Slider29[SQ001]	Slider29[SQ002]	Slider29[SQ003]	Slider30[SQ001]	randnumber16	Condition116	Condition016	Condition1161	Condition0160	Scenario17	Slider33[SQ001]	Slider33[SQ002]	Slider33[SQ003]	Slider34[SQ001]	CQ31	CQ32	randnumber20	Condition120	Condition020	Condition0200	Condition1201	Scenario21	Slider41[SQ001]	Slider41[SQ002]	Slider41[SQ003]	Slider42[SQ001]	randnumber21	Condition121	Condition021	Condition0210	Condition1211	Scenario22	Slider43[SQ001]	Slider43[SQ002]	Slider43[SQ003]	Slider44[SQ001]	randnumber22	Condition122	Condition022	Condition0220	Condition1221	Scenario23	Slider45[SQ001]	Slider45[SQ002]	Slider45[SQ003]	Slider46[SQ001]	randnumber23	Condition123	Condition023	Condition0230	Condition1231	Scenario24	Slider47[SQ001]	Slider47[SQ002]	Slider47[SQ003]	Slider48[SQ001]	randnumber25	Condition125	Condition025	Condition0250	Condition1251	Scenario26	Slider51[SQ001]	Slider51[SQ002]	Slider51[SQ003]	Slider52[SQ001]	Feedback2	interviewtime	groupTime30047	ProlificIDTime	groupTime30045	GenderTime	groupTime30046	AgeTime	groupTime30048	SuperiorEducationTime	groupTime29971	InstructionsTime	groupTime29972	CollaborationTime	MonitoringTime	CollaboratorAITime	groupTime29969	Taining1Time	groupTime29977	Training2Time	groupTime29978	Training3Time	Training4Time	groupTime29979	Training5Time	groupTime29970	Training50Time	Training6Time	groupTime29980	Training7Time	Training8Time	groupTime29981	Training9Time	groupTime29982	Training91Time	Training10Time	groupTime29983	Training11Time	Training12Time	groupTime29984	Feedback1Time	groupTime29975	randnumber1Time	Condition101Time	Condition001Time	groupTime29985	Condition1011Time	Condition0010Time	Scenario2Time	groupTime29986	Slider3Time	Slider4Time	groupTime29987	randnumber2Time	Condition102Time	Condition002Time	groupTime29988	Condition1021Time	Condition0020Time	Scenario3Time	groupTime29989	Slider5Time	Slider6Time	groupTime29990	randnumber3Time	Condition103Time	Condition003Time	groupTime29991	Condition1031Time	Condition0030Time	Scenario4Time	groupTime29992	Slider7Time	Slider8Time	groupTime29993	randnumber4Time	Condition104Time	Condition004Time	groupTime29994	Condition1041Time	Condition0040Time	Scenario5Time	groupTime29995	Slider9Time	Slider10Time	groupTime29996	randnumber5Time	Condition105Time	Condition005Time	groupTime29997	Condition1051Time	Condition0050Time	Scenario6Time	groupTime29998	Slider11Time	Slider12Time	groupTime30044	CQ11Time	CQ12Time	groupTime29999	randnumber6Time	Condition106Time	Condition006Time	groupTime30000	Condition1061Time	Condition0060Time	Scenario7Time	groupTime30001	Slider13Time	Slider14Time	groupTime30002	randnumber7Time	Condition107Time	Condition007Time	groupTime30003	Condition1071Time	Condition0070Time	Scenario8Time	groupTime30004	Slider15Time	Slider16Time	groupTime30005	randnumber8Time	Condition108Time	Condition008Time	groupTime30006	Condition1081Time	Condition0080Time	Scenario9Time	groupTime30007	Slider17Time	Slider18Time	groupTime30008	randnumber9Time	Condition109Time	Condition009Time	groupTime30009	Condition1091Time	Condition0090Time	Scenario10Time	groupTime30010	Slider19Time	Slider20Time	groupTime30011	randnumber10Time	Condition110Time	Condition010Time	groupTime30012	Condition1101Time	Condition0100Time	Scenario11Time	groupTime30013	Slider21Time	Slider22Time	groupTime30043	CQ21Time	CQ22Time	groupTime30014	randnumber11Time	Condition111Time	Condition011Time	groupTime30015	Condition1111Time	Condition0110Time	Scenario12Time	groupTime30016	Slider23Time	Slider24Time	groupTime30017	randnumber12Time	Condition112Time	Condition012Time	groupTime30018	Condition1121Time	Condition0120Time	Scenario13Time	groupTime30019	Slider25Time	Slider26Time	groupTime30020	randnumber13Time	Condition113Time	Condition013Time	groupTime30021	Condition1131Time	Condition0130Time	Scenario14Time	groupTime30022	Slider27Time	Slider28Time	groupTime30023	randnumber14Time	Condition114Time	Condition014Time	groupTime30024	Condition1141Time	Condition0140Time	Scenario15Time	groupTime30025	Slider29Time	Slider30Time	groupTime30029	randnumber16Time	Condition116Time	Condition016Time	groupTime30030	Condition1161Time	Condition0160Time	Scenario17Time	groupTime30031	Slider33Time	Slider34Time	groupTime30042	CQ31Time	CQ32Time	groupTime30049	randnumber20Time	Condition120Time	Condition020Time	groupTime30050	Condition0200Time	Condition1201Time	Scenario21Time	groupTime30051	Slider42Time	Slider41Time	groupTime30052	randnumber21Time	Condition121Time	Condition021Time	groupTime30053	Condition0210Time	Condition1211Time	Scenario22Time	groupTime30054	Slider43Time	Slider44Time	groupTime30055	randnumber22Time	Condition122Time	Condition022Time	groupTime30056	Condition0220Time	Condition1221Time	Scenario23Time	groupTime30057	Slider45Time	Slider46Time	groupTime30058	randnumber23Time	Condition123Time	Condition023Time	groupTime30059	Condition0230Time	Condition1231Time	Scenario24Time	groupTime30060	Slider47Time	Slider48Time	groupTime30064	randnumber25Time	Condition125Time	Condition025Time	groupTime30065	Condition0250Time	Condition1251Time	Scenario26Time	groupTime30066	Slider51Time	Slider52Time	groupTime30041	Feedback2Time
31	2022-04-13 17:06:40	80	en	1075410949	2022-04-13 16:42:34	2022-04-13 17:06:40	81.131.214.235		5fbc18d75845f309a94d9141	Female	22	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			92	99	87	100				92	91	90	94				23	50	7	20		2						31	49	24	4	1						55	74	65	71	2						54	42	52	33	2						47	43	46	3	1						88	53	86	87	TRUE	Rules for preserving the connection between words and what they stand for	1						28	52	20	19	2						20	20	18	8	1						40	13	41	39	2						8	34	18	2	2						46	27	42	17	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						46	41	45	18	1						87	56	89	88	1						87	36	94	89	1						45	11	46	48	2						43	4	44	45	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						77	53	85	85	2						55	17	43	65	1						89	71	82	86	1						86	24	59	72	1						49	55	55	42		1483,79	10,19		3,29		7,29		5,99		68,57		29,76				21,36		6,78		41,05			25,81		34,86			22,54			14,02		43,18			9,98			4,86		8,48				32,46				13,58			8				34,84				9,15			7,82				34,77				10,04			7,65				32,39				11,31			7,18				34,78				8,42			21,27			7,2				33,84				13,98			9,63				33,15				13,23			8,21				35,86				11,62			10,79				33,44				9,67			7,5				32,38				9,3			20,34			8,13				32,41				10,68			7,74				33,44				9,82			7,76				32,27				10,46			9,61				32,77				10,32			9,6				31,83				11,73			23,02			14,83				33,83				8,57			10,47				32,32				11,69			10,22				33,52				9,36			8,67				32,89				11,69			8,51				33,38				17,35			3,09	
33	2022-04-13 17:12:52	80	en	1571956609	2022-04-13 16:43:23	2022-04-13 17:12:52	24.76.208.176		6112a793b0366596c6eb6e87	Female	22	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	81	88	100				92	19	21	1				98	99	99	99		2						95	88	75	1	1						99	96	89	98	2						91	90	98	1	1						93	92	93	98	1						99	96	98	97	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	1						95	89	83	87	2						95	93	95	89	1						87	92	98	92	1						93	88	93	81	1						95	92	97	89	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						96	90	90	92	1						94	95	95	98	2						94	93	92	4	2						85	93	89	79	2						89	98	88	4	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	2						60	40	55	12	1						93	85	85	87	1						88	89	92	85	2						93	91	95	4	2						93	93	91	6		1811,04	10,65		12,56		9,58		17,77		176,07		53,03				31,91		32,52		38,78			16,6		33,34			127,84			11,39		32,93			11,71			9,09		7,61				38,8				12,64			7,97				32,55				11,23			9,48				33,48				13,25			7,77				37,75				10,71			11,86				32,45				9,05			57,86			8,81				32,53				19,63			13,09				32,94				11,21			10,37				33,28				8,97			7,23				32,9				7,54			9,24				34,02				11,2			27,21			8,51				32,64				8,68			14,36				32,95				6,31			7,43				32,55				7,59			9,7				35,51				8,99			14,86				32,84				8,67			9,54			9,47				33,78				13			13,39				32,82				9,45			19,72				32,88				11,09			7,57				33,22				7,71			8,72				32,88				7,5			6,31	
37	2022-04-13 17:30:24	80	en	1691682849	2022-04-13 16:45:39	2022-04-13 17:30:24	86.148.99.104		5baa7acf14779d0001a23968	Female	30	10		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system										90	75	90	100				75	35	60	65		2						80	70	90	5	1						80	30	86	70	2						80	20	70	90	1						80	40	89	20	2						10	90	10	95	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						10	5	0	0	2						45	80	50	90	2						77	92	68	100	1						89	89	58	10	2						30	21	60	21	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						65	20	65	80	2						40	25	70	71	1						90	80	80	90	1						50	6	30	10	1						85	70	68	10	TRUE	Rules for preserving the connection between words and what they stand for	1						31	60	15	30	1						30	15	45	20	2						59	56	9	100	2						69	20	69	78	1						72	90	59	25		2714,07	9,99		4,04		8,39		20,23		118,32		49,2				31,11		27,62		41,4			21,09		33,27			146,71			9,94		35,13			62,96			9,16		7,45				32,63				40,64			8,37				33,33				36,1			8,06				32,88				31,43			7,34				65,03				29,67			7,95				32,18				31,61			33,22			8,45				32,35				29,88			13,42				63,9				32,14			14,97				36,04				23,2			7,89				32,66				24,76			8,32				44,45				32,1			18,42			7,79				33,04				47,72			24,98				33,54				30,94			9,61				32,71				69,83			8,74				42,21				24,28			7,1				206,76				112,06			98,02			9,58				33,22				36,64			13,73				41,33				34,55			34,91				33,12				19,82			18,97				33,19				19,67			8,31				50,45				41,72			6,13	
43	2022-04-13 17:26:47	80	en	1783744854	2022-04-13 16:52:05	2022-04-13 17:26:47	81.135.93.50		5e466ad1d2a6e513c04b68dd	Male	25	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system					64	60				68	58	58	62				39	38	37	33		1						33	28	72	90	1						62	63	67	77	1						64	65	63	77	1						73	70	76	71	1						73	75	69	73	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						68	76	65	63	1						81	80	73	63	2						69	34	70	49	2						71	74	63	64	2						76	68	71	66	FALSE	Rules for preserving the connection between words and what they stand for	1						69	61	68	63	1						38	33	41	43	2						60	62	61	63	1						67	65	64	60	1						85	88	86	93	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						70	63	65	60	2						67	69	70	72	1						78	75	69	68	1						73	71	74	70	1						81	82	76	97		2127,74	3,56		4,98		5,58		4,6		63,04		21,05				20,86		14,12		23,8			20,83		34,42			18,56			9,99		34,06			9,66			5,92		9,28				48,31				17,17			6,62				32,35				9,48			9,21				36,82				8,42			7,24				34,45				8,01			17,07				35,38				7,09			59			7,49				66,71				5,54			12,16				33,99				7,39			7,27				64,72				11,85			239,18				33,6				5,84			36,4				32,63				7,56			21,74			25,7				64				14,47			39,31				46,95				7,48			31,73				32,78				8,88			7,61				33,5				6,57			8,31				34,86				8,36			52,86			7,81				32,47				7,55			19,87				51,88				8,51			15,68				34,38				8,42			9,01				32,33				7,38			10				212,68				8,17			3,23	
44	2022-04-13 17:48:08	80	en	288735471	2022-04-13 16:52:43	2022-04-13 17:48:08	86.171.109.89		5f57c77fc54e382d46b65cfa	Female	24	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			93	77	90	93				85	82	93	99				81	16	32	15		2						83	86	79	96	1						88	91	87	96	1						84	91	83	14	1						89	91	87	97	1						88	70	80	95	TRUE	Rules for preserving the connection between words and what they stand for	1						73	86	86	8	1						90	93	87	88	1						19	25	67	66	1						68	10	72	70	1						83	24	82	79	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						84	16	84	96	2						72	9	77	93	2						26	17	35	89	2						82	85	79	19	1						68	17	67	17	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						79	78	82	25	1						76	79	79	76	2						64	20	65	86	2						72	16	80	31	1						66	22	72	13		3357,01	68,28		13,22		16,26		22,33		88,35		42,25				24,11		6,88		22,24			11,04		37,95			71,17			13,19		36,03			38,2			6,88		25,32				36,59				14,75			53,49				35,91				15,83			15,72				35,55				18,87			8,25				58,89				14,37			14,24				95,59				12,53			62,28			19,28				65,17				20,38			35,88				33,12				13,31			51,15				82,57				17,03			199,85				186,49				17,15			7,32				67,22				25,32			65,43			7,63				54,29				35,35			13,96				33,8				16,93			116,79				143,49				165,29			42,92				36,59				20,61			33,08				57,79				16,23			95,1			28,72				49,66				16,01			27,99				54,25				61,5			52,63				67,03				16,04			21,91				52,16				12,48			12,45				32,95				11,88			6,27	
45	2022-04-13 17:53:34	80	en	132595402	2022-04-13 16:52:58	2022-04-13 17:53:34	41.113.64.87		6078226a42618c94b141f281	Female	27	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			24	27	50	50				84	72	84	78				90	63	83	84	instruction are clear	1						90	90	93	100	1						82	32	86	82	2						90	24	81	3	2						78	76	25	14	2						32	79	31	7	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						84	33	50	88	1						89	62	92	95	1						26	81	13	22	1						81	21	75	16	2						35	35	68	25	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						96	81	96	96	2						30	79	50	96	2						21	30	18	90	1						92	84	96	94	1						69	89	90	100	TRUE	Rules for preserving the connection between words and what they stand for	2						71	47	48	18	2						28	72	31	96	1						60	74	92	26	1						78	29	94	100	2						54	78	63	13	task was clearer	3676,11	15,52		8,81		9,85		8,22		249,99		74,03				66,49		57,88		227,42			68,36		40,24			129,4			18,77		70,44			86,27			58,91		131,59				47,39				23,06			10,47				61,3				32,61			8,54				43,5				101,99			11,7				62,81				23,6			8,36				56,09				39,15			188,25			10,21				42,93				25,27			10,57				33,93				24,86			11,53				35,62				30,79			11,87				69,76				28,84			9,33				57,38				37,83			155,52			19,01				180,73				24,12			17,87				75,11				26,72			8,25				33,75				28,13			9,85				58,61				20,24			8,73				51,54				22,01			40,83			16,68				33,32				20,74			21,68				34,74				22,94			8,77				33,2				19,56			8,38				41,55				18,32			10,27				70,45				20,53			32,23	
47	2022-04-13 17:28:57	80	en	1238905522	2022-04-13 16:57:24	2022-04-13 17:28:57	197.184.176.141		60b0cac3c6533bac7605471f	Female	28	3		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			89	26	91	83				81	65	66	82				77	77	77	92		2						76	78	80	93	1						69	63	73	86	2						61	64	61	41	1						59	59	61	85	1						47	42	47	42	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						63	62	53	79	1						66	68	63	71	1						73	69	72	85	2						70	73	71	66	2						63	61	69	90	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						70	66	68	62	2						66	62	63	75	1						73	67	74	66	1						63	62	66	62	2						65	65	72	69	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						63	62	68	77	1						66	62	61	70	1						66	64	62	74	1						66	65	59	82	2						62	63	62	74	It was a bit confusing but not bad,  although I felt the study is long	1926,12	5,57		4,19		8,34		5,88		68,07		33,93				289,82		29,61		32,16			37,53		39,23			33,66			8,62		35,34			15,12			17,65		12,75				42,33				9,21			8,21				47,44				7,21			8,21				36,97				7,24			8,2				36,25				13,46			10,81				33,09				13,44			61,93			9,8				32,9				9,4			8,52				34,02				8,22			12,26				34,95				7,5			10,33				34,13				6,43			8,96				33,52				6,04			13,22			8,37				36,94				6,54			8,39				34,71				7,32			12,88				34,61				7,66			9,71				59,12				6,57			9,54				33,55				7,81			20,23			7,96				34,78				7,8			8,67				35,9				6,29			8,33				33,6				5,89			9,11				48,35				8,16			7,82				33,19				7,04			67,61	
48	2022-04-13 17:24:01	80	en	840305050	2022-04-13 16:57:26	2022-04-13 17:24:01	77.102.241.7		60e8bbb623b3f9336d9b099e	Male	26	10		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			88	26	90	98				82	78	73	100				96	75	79	100	n/a	1						100	88	100	100	1						16	18	14	16	1						100	100	100	100	2						76	80	73	88	1						89	89	91	100	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						79	74	63	87	1						93	79	85	100	2						75	77	84	77	2						18	52	73	34	1						97	91	97	80	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						44	23	89	87	2						51	20	78	82	1						69	23	67	92	1						65	56	65	85	1						34	14	32	69	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						31	24	57	38	1						57	29	72	93	2						29	27	22	83	1						86	85	85	95	2						23	27	33	74	Interesting study - will think about more about uses of this or that	1631,46	5,03		5,99		5,29		2,91		64,77		36,19				110,85		17,1		53,88			8,46		33,29			38,12			6,74		33,21			21,55			10,13		7,06				32,53				7,76			7,33				32,4				12,7			7,4				33,12				5,56			7,83				43,8				6,33			6,85				37,3				15,84			39,23			7,63				33,96				8,58			7,43				34,6				8,81			7,9				32,56				16,05			7,11				32,24				12,79			8,19				33,74				11,53			22,74			7,47				31,65				9,97			7,34				33,49				7,97			8,32				32,51				8,84			8,61				32,34				7,36			8,76				42,4				9,2			21,79			10,42				32,02				10,54			10,86				32,43				10,12			14,2				32,6				7,61			13,68				31,99				7,92			7,8				32,24				12,15			44,45	
49	2022-04-13 18:19:43	80	en	53387439	2022-04-13 17:14:26	2022-04-13 18:19:43	105.185.184.93		60c279923600906295f5c93b	Female	23	4		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			72	73	76	67				81	87	83	83				88	85	84	96	The instructions are clear.	2						77	91	27	95	2						84	17	84	15	2						85	13	83	13	2						9	49	9	94	1						89	17	90	88	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						12	80	7	91	1						86	17	85	90	2						89	80	93	89	2						86	19	92	10	2						10	88	4	89	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						17	81	13	85	2						85	20	86	12	2						92	16	89	10	2						84	74	83	16	1						86	17	85	89	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						10	69	12	86	1						84	28	84	83	2						26	67	25	87	1						88	27	82	91	2						29	70	80	14	The instructions were clear.	3964,63	15,44		91		54,58		42,8		263,57		174,32				59,88		47,76		113,03			27,47		42,67			64			11,8		38,71			19,33			92,14		20,55				35,04				14,2			114,41				51,77				24,21			11,9				331,79				22,79			9,39				40,27				33,47			12,53				102,68				17,87			78,64			11,38				37,32				24,48			20,14				43,75				302,69			35,31				53,49				17,78			11,29				37,17				18,7			11,48				51,61				18,02			314,54			33,03				54,65				17,74			14,58				35,07				13,86			9,63				34,91				14,95			20,46				39,85				24,33			11,78				40,38				21,67			33,26			19,34				37,08				22,7			9,24				35,86				18,29			9,73				35,26				14,6			10,03				70,64				29,21			9,4				75,02				16,89			42,03	
51	2022-04-13 17:57:53	80	en	1591154607	2022-04-13 17:22:49	2022-04-13 17:57:53	86.138.8.108		5bec4ebcf2dba6000166d420	Male	34	3		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			100	100	100	100				100	100	100	100				100	100	100	100	everything was clear	1						100	100	100	100	2						100	100	100	0	2						100	100	100	0	1						100	100	100	100	2						100	100	100	0	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	1						100	100	100	100	2						100	100	100	0	1						100	100	99	100	2						100	100	100	100	2						100	100	100	0	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	100	100	0	2						100	100	100	0	1						100	0	100	0	1						100	100	100	0	1						100	100	100	100	TRUE	Rules for preserving the connection between words and what they stand for	1						100	100	100	100	1						100	100	100	100	2						100	100	100	100	2						100	100	100	100	1						100	100	100	0		2141,08	25,86		12,05		6,55		12,12		102,75		102,12				37,61		7,49		35,25			23,54		33,53			186,66			9,92		37,36			15,6			32,3		9,52				34,46				20,64			8,1				41,81				14,38			7,73				32,66				11,65			8,6				34,03				14,1			8,6				32,78				10,93			33,33			11,38				56,97				15,74			9,1				43,69				12,1			7,64				33,29				12,66			8,4				34,17				16,87			8,41				40,14				12,07			140,8			9,72				32,6				10,57			8,39				44,42				14,37			20,67				33,06				10,69			8,26				44,22				12,6			8,18				34,97				14,64			22,45			11,72				33,5				10,17			20,5				42,91				10,5			9,03				33,22				15,47			9,52				49,78				11,95			8,67				58,57				10,94			7,36	
57	2022-04-14 08:14:14	80	en	876051085	2022-04-14 07:35:26	2022-04-14 08:14:14	5.68.151.137		5e93546d421374010958f9b6	Female	22	3		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			82	100	100	100				90	100	65	100				50	15	60	50		2						90	45	75	100	2						90	80	100	85	2						100	65	90	100	1						70	25	65	25	2						90	25	80	35	FALSE	Rules for preserving the connection between words and what they stand for	2						89	30	100	95	2						60	0	80	100	1						75	75	68	0	2						85	0	60	70	2						35	100	60	50	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						100	80	85	15	2						35	65	80	50	1						85	0	60	0	1						75	1	80	75	1						15	60	65	95	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						65	25	86	100	2						75	15	40	100	1						40	75	70	50	2						65	0	84	100	1						96	50	86	90		2363,66	40,69		8,41		9,07		14,49		67,06		24,64				20,94		12,39		102,52			19,83		34,41			133,78			8,73		53,75			87,48			15,06		12,88				50,39				71,25			8,39				55,19				35,47			8,79				32,65				40,31			7,41				32,03				36,46			9,36				33,49				35,69			30,14			7,4				42,51				30,16			9,42				38,73				30,09			8,8				33,55				32,88			7,88				34,38				27,77			7,69				33,11				27,8			22,08			8,33				40,92				39,29			7,13				32,85				28,03			8,55				33,29				30,38			7,25				45,28				27,74			8,47				40,81				31,23			41,96			7,8				32,75				31,86			7,94				54,93				25,43			6,98				34,31				26,61			7,59				49,35				22,37			8,14				34,3				25,55			8,84	
58	2022-04-14 08:00:50	80	en	1096536874	2022-04-14 07:35:27	2022-04-14 08:00:50	86.157.196.112		5d93ab29efb8550018d5626c	Female	28	7		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system			99	100	100	90				96	60	72	92				88	81	100	100		1						100	88	75	15	1						35	96	49	86	1						40	100	73	100	1						94	59	11	0	1						87	44	100	100	TRUE	Rules for preserving the connection between words and what they stand for	2						88	10	14	100	1						78	44	82	88	2						86	0	42	72	2						71	6	56	24	2						100	38	92	81	FALSE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	2						94	75	89	4	1						13	1	18	0	1						94	0	83	90	1						67	8	61	0	1						63	47	75	57	TRUE	Type of meaning determined by what the speaker wishes to talk about and not necessarily by what she indicated in practice	1						28	24	78	63	1						30	6	75	13	2						30	52	62	39	2						91	30	95	0	1						70	31	79	100		1558,05	4,65		3,6		6,68		5,9		69,24		37,16				13,4		8,78		36,4			11,83		33,12			31,38			8,12		32,75			15,45			6,41		7,22				32,16				13,38			6,81				33,05				49,57			7,86				39,94				7,69			17,4				36,39				13,43			9,16				32,58				18,81			27,31			6,95				33,35				15,73			7,31				32,93				12,9			7,73				32,62				11,86			13				32,48				13,82			13,13				33,87				15,77			23,72			7,76				33,09				9,52			12,3				33,16				9,93			8,41				32,67				10,66			9,08				31,96				21,33			19,56				36,93				10,41			12,03			6,85				32,83				20,09			8,17				33,05				9,93			7,99				33,27				15,98			8,54				32,66				9,91			8,69				32,28				11,37			2,84	
59	2022-04-14 08:23:19	80	en	1649980540	2022-04-14 07:35:29	2022-04-14 08:23:19	196.21.153.5		600ad9836e864a025585d22e	Female	27	0		The Faculty of Applied Linguistics at the University of Warsaw	True or false	An AI system										50	50	50	50				100	100	100	100		2						100	100	100	100	1						100	100	100	100	2						0	100	0	50	2						100	100	0	100	1						100	100	100	100	TRUE	Rules governing how to communicate with others to ensure clarity and understanding	2						0	0	0	100	2						0	100	100	0	1						100	100	100	100	1						100	100	100	100	2						0	100	0	100	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	2						0	100	0	100	1						100	100	100	100	1						0	0	0	0	2						0	100	0	100	2						0	100	0	100	FALSE	Rules governing how to communicate with others to ensure clarity and understanding	2						100	100	0	100	2						0	0	0	100	1						100	100	100	100	1						0	0	0	0	2						100	100	100	0		2016,68	11,66		5,56		13,53		15,1		65,44		313,2				23,91		17,05		31,13			27,03		34,33			101,76			29,8		33,1			35,8			17,05		9,22				32,9				18,36			34,36				35,29				9,73			8,82				32,33				19,19			9,09				33,97				10,82			8,11				32,63				8,64			29,89			11,03				32,96				13,21			24,14				32,26				22,94			7,61				32,43				8,73			7,59				33,41				8,75			8,94				32,59				10,23			19,56			21,81				32,73				16,47			7,25				34,04				7,29			7,01				32,53				8,66			8,17				45,92				10,06			6,99				32,27				13,54			18,1			15,02				35,35				15,33			7,99				35,96				10,26			7,92				32,35				8,5			9,16				33,03				9,37			7,83				36,17				10,56			23,86	
